nombre_grado,universidad,tipo,facultad,direccion,telefonos,webs,emails,campus
Ingeniería y Sistemas de Datos / Ingeniería de Datos e Inteligencia Artificial,Universidad CEU San Pablo,Privada,Escuela Politécnica Superior Campus Montepríncipe,Urb. Montepríncipe 28925 Alcorcón (Madrid),91 372 40 35,www.uspceu.com,info.usp@ceu.es,Alcorcón
Ingeniería y Sistemas de Datos / Ingeniería de Datos e Inteligencia Artificial,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Leganés
Ingeniería y Sistemas de Datos / Ingeniería de Datos e Inteligencia Artificial,Universidad Rey Juan Carlos,Pública,Escuela Técnica Superior de Ingeniería de Telecomunicación Campus Fuenlabrada,"Camino del Molino, 5 28942 Fuenlabrada (Madrid)",91 488 72 21,www.urjc.es,etsit.director@urjc.es | etsit.sec.academica@urjc.es,Fuenlabrada
Ingeniería y Sistemas de Datos / Ingeniería de Datos e Inteligencia Artificial,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de Telecomunicación Campus Ciudad Universitaria,"Avda. Complutense, 30 28040 Madrid",91 067 19 00 / 91 067 32 24,www.etsist.upm.es | www.etsit.upm.es,secrealumnos.etsist@upm.es,Madrid
Ingeniería y Sistemas de Datos / Ingeniería de Datos e Inteligencia Artificial,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de Telecomunicación Campus Ciudad Universitaria,"C/ Nikola Tesla, s/n 28031 Madrid",91 067 19 00 / 91 067 32 24,www.etsist.upm.es | www.etsit.upm.es,secrealumnos.etsist@upm.es,Madrid
Ingeniería y Sistemas de Datos / Ingeniería de Datos e Inteligencia Artificial,Universidad Autónoma de Madrid,Pública,Escuela Politécnica Superior Campus de Cantoblanco,"C/ Francisco Tomás y Valiente, 11 28049 Madrid",91 497 22 23,www.uam.es,informacion.eps@uam.es,Madrid
Ingeniería y Sistemas de Datos / Ingeniería de Datos e Inteligencia Artificial,Universidad Complutense de Madrid,Pública,Facultad de Informática Campus Moncloa,"C/ Profesor José García Santesmases, 9 Ciudad Universitaria 28040 Madrid",91 394 75 02,www.ucm.es,salfdi@ucm.es,Madrid
Ciencia de Datos e Inteligencia Artificial,,,,,,,,
Ciencia de Datos e Inteligencia Artificial,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingeniería de Sistemas Informáticos Campus Sur,"C/ Alan Turing, s/n Ctra. de Valencia km. 7",91 067 27 12 / 91 067 35 24,www.fi.upm.es/web/futuroalumno/gcdia,futuroalumno@etsiinf.upm.es | negociado.alumnos.etsisi@upm.es,
Inteligencia Artificial / Computación e Inteligencia Artificial,Universidad Alfonso X El Sabio,Privada,Escuela Politécnica Superior Campus de Villanueva de la Cañada,"Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es,Villanueva de la Cañada
Ingeniería Robótica Sotware,,,,,,,,
Ingeniería Robótica Sotware,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Leganés
Ingeniería Robótica Sotware,Universidad Rey Juan Carlos,Pública,Escuela Técnica Superior de Ingeniería de Telecomunicación Campus Fuenlabrada,"Camino del Molino, 5 28942 Fuenlabrada (Madrid)",91 488 72 21,www.urjc.es,etsit.director@urjc.es | etsit.sec.academica@urjc.es,Fuenlabrada
Ingeniería Robótica e Inteligencia artificial,Universidad Camilo José Cela,Privada,Facultad de Tecnología y Ciencia,"C/ Almagro, 5 28010 Madrid",91 815 31 31,www.ucjc.edu,info@ucjc.edu,Madrid
